user_id,area
270,0.0150675300001
270,1.29720001496e-05
270,0.0648981480008
270,0.0841917119997
270,0.000125423999634
270,0.0689858020005
270,5.67749993934e-05
270,0.0622553000003
270,0.00405057199987
270,0.0903859009995
270,0.0249965559997
270,0.0129224320008
270,0.292762179
270,0.00194368600023
270,0.0124024590004
270,3.113265624
270,0.00462272000095
270,0.00763757999994
270,0.0163441930008
270,0.0673429460003
270,0.0216140429993
270,0.158812644
270,0.039431704
270,0.0441843560002
270,0.0929472000007
270,0.0111803160007
270,0.00864032000027
270,0.000788577999629
270,0.00144454100018
270,0.000784476000263
270,0.00458352299938
270,0.183013726
270,0.295346625
270,14.563277094
270,0.00414477000049
270,0.00459003999913
270,0.0523022580001
270,0.00387839999985
270,0.323549367999
270,0.00800733599954
270,11.04410118
270,0.0084091839999
270,0.00384140400001
270,0.00217144199996
270,0.0250541219993
270,0.00137187400105
270,1.58900002134e-05
270,16.87026293
270,0.0040037280005
270,0.0309804250001
270,0.0208515149998
270,0.0465652040002
270,0.00174817799962
270,0.0315737999999
270,0.0131541920009
270,0.030943322
270,0.00287391599977
270,0.00440753400017
270,0.129186300001
270,0.000365771999896
270,0.12391827
270,4.624853345
270,0.141188856
270,0.0206533800001
270,0.00953200200001
